国名,名前,ポジション,クロス,決定力,ヘディング制度,ショートパス,ボレー,ドリブル,カーブ,FK精度,ロングパス,ボールコントロール,加速,トップスピード,俊敏性,リアクション,バランス,シュートパワー,ジャンプ,スタミナ,パワフル,ロングシュート,積極性,パスカット,ポジショニング,視野,ペナルティ,平静,防御意識,タックル,スライディング,GK ダイビング,GK ハンドリング,GK キック,GK ポジショニング,GK 反射神経,能力引用元
England,Ben WHITE,DEFENDER,53.0,22.0,74.0,79.0,21.0,72.0,45.0,20.0,78.0,76.0,69.0,71.0,63.0,80.0,55.0,50.0,79.0,78.0,76.0,25.0,77.0,83.0,39.0,67.0,24.0,80.0,82.0,82.0,79.0,8.0,11.0,12.0,5.0,6.0,FIFA22
England,Declan RICE,MIDFIELDER,55.0,61.0,72.0,83.0,50.0,78.0,58.0,58.0,82.0,79.0,70.0,74.0,55.0,80.0,67.0,74.0,74.0,90.0,78.0,65.0,84.0,84.0,58.0,79.0,71.0,83.0,82.0,84.0,80.0,8.0,11.0,14.0,5.0,9.0,FIFA22
England,Jordan HENDERSON,MIDFIELDER,82.0,73.0,64.0,85.0,71.0,78.0,80.0,74.0,87.0,83.0,67.0,66.0,69.0,85.0,67.0,77.0,78.0,86.0,78.0,75.0,83.0,81.0,78.0,80.0,64.0,80.0,77.0,81.0,76.0,7.0,13.0,7.0,9.0,13.0,FIFA22
England,Kalvin PHILLIPS,MIDFIELDER,70.0,62.0,66.0,82.0,55.0,73.0,62.0,71.0,82.0,80.0,69.0,67.0,72.0,76.0,72.0,75.0,82.0,85.0,78.0,68.0,86.0,78.0,66.0,75.0,58.0,79.0,80.0,82.0,78.0,8.0,8.0,8.0,12.0,14.0,FIFA22
England,Mason MOUNT,MIDFIELDER,83.0,80.0,59.0,86.0,75.0,82.0,82.0,83.0,83.0,85.0,77.0,73.0,80.0,84.0,76.0,81.0,54.0,86.0,58.0,82.0,68.0,59.0,81.0,83.0,69.0,84.0,55.0,57.0,41.0,11.0,12.0,13.0,8.0,12.0,FIFA22
England,Phil FODEN,MIDFIELDER,75.0,79.0,47.0,85.0,59.0,87.0,73.0,63.0,78.0,89.0,86.0,82.0,91.0,83.0,91.0,82.0,49.0,80.0,47.0,77.0,64.0,59.0,82.0,85.0,64.0,84.0,58.0,59.0,47.0,8.0,15.0,6.0,10.0,13.0,FIFA22
England,Jude BELLINGHAM,MIDFIELDER,64.0,73.0,64.0,83.0,67.0,84.0,63.0,47.0,79.0,83.0,78.0,73.0,81.0,84.0,79.0,77.0,76.0,88.0,73.0,74.0,84.0,79.0,76.0,83.0,56.0,77.0,79.0,78.0,79.0,14.0,11.0,10.0,5.0,8.0,FIFA22
England,James MADDISON,MIDFIELDER,81.0,75.0,35.0,84.0,70.0,83.0,86.0,84.0,82.0,86.0,78.0,71.0,87.0,76.0,83.0,83.0,54.0,74.0,51.0,80.0,68.0,44.0,81.0,85.0,74.0,84.0,59.0,65.0,42.0,11.0,14.0,14.0,12.0,14.0,FIFA22
England,Conor GALLAGHER,MIDFIELDER,68.0,75.0,49.0,79.0,61.0,78.0,62.0,68.0,78.0,79.0,67.0,76.0,68.0,79.0,68.0,78.0,58.0,90.0,62.0,78.0,72.0,69.0,77.0,78.0,55.0,72.0,62.0,72.0,58.0,7.0,6.0,15.0,9.0,9.0,FIFA22
England,Jack GREALISH,FORWARD,80.0,76.0,36.0,84.0,72.0,88.0,78.0,74.0,81.0,87.0,79.0,79.0,85.0,79.0,84.0,76.0,32.0,80.0,70.0,78.0,60.0,44.0,81.0,86.0,58.0,88.0,48.0,49.0,43.0,11.0,6.0,11.0,10.0,13.0,FIFA22
England,Harry KANE,FORWARD,80.0,94.0,85.0,84.0,87.0,83.0,82.0,65.0,85.0,85.0,67.0,69.0,68.0,92.0,71.0,92.0,79.0,83.0,84.0,86.0,80.0,44.0,94.0,87.0,92.0,92.0,50.0,36.0,38.0,8.0,10.0,11.0,14.0,11.0,FIFA22
England,Raheem STERLING,FORWARD,79.0,82.0,46.0,83.0,67.0,87.0,79.0,72.0,69.0,85.0,95.0,88.0,94.0,90.0,93.0,78.0,57.0,79.0,65.0,80.0,59.0,30.0,91.0,82.0,70.0,77.0,47.0,53.0,47.0,15.0,12.0,12.0,15.0,9.0,FIFA22
England,Marcus RASHFORD,FORWARD,75.0,81.0,68.0,76.0,73.0,83.0,83.0,76.0,70.0,81.0,85.0,91.0,85.0,80.0,75.0,92.0,74.0,80.0,73.0,78.0,69.0,39.0,78.0,76.0,85.0,75.0,40.0,38.0,33.0,11.0,6.0,15.0,7.0,14.0,FIFA22
England,Bukayo SAKA,FORWARD,81.0,75.0,45.0,80.0,66.0,86.0,79.0,69.0,65.0,82.0,86.0,82.0,84.0,79.0,83.0,72.0,54.0,80.0,58.0,67.0,66.0,68.0,82.0,81.0,70.0,78.0,65.0,69.0,67.0,7.0,8.0,13.0,9.0,13.0,FIFA22
England,Callum WILSON,FORWARD,61.0,83.0,78.0,72.0,71.0,77.0,63.0,45.0,62.0,79.0,77.0,84.0,75.0,80.0,72.0,78.0,70.0,69.0,80.0,68.0,74.0,40.0,84.0,70.0,83.0,79.0,38.0,40.0,27.0,10.0,15.0,8.0,10.0,6.0,FIFA22
France,Hugo LLORIS,GOALKEEPER,13.0,10.0,9.0,43.0,15.0,12.0,12.0,10.0,45.0,29.0,61.0,62.0,54.0,84.0,56.0,49.0,74.0,41.0,43.0,14.0,31.0,25.0,9.0,51.0,40.0,59.0,24.0,12.0,18.0,88.0,83.0,65.0,84.0,88.0,FIFA22
France,Steve MANDANDA,GOALKEEPER,14.0,13.0,13.0,60.0,13.0,19.0,13.0,12.0,36.0,27.0,53.0,43.0,52.0,80.0,36.0,56.0,69.0,31.0,61.0,7.0,37.0,23.0,11.0,59.0,11.0,62.0,13.0,15.0,13.0,77.0,79.0,74.0,77.0,81.0,FIFA22
France,Alphonse AREOLA,GOALKEEPER,20.0,19.0,14.0,48.0,16.0,15.0,16.0,16.0,37.0,22.0,56.0,54.0,58.0,75.0,58.0,56.0,72.0,38.0,80.0,14.0,26.0,23.0,17.0,51.0,25.0,64.0,13.0,18.0,12.0,85.0,79.0,75.0,78.0,84.0,FIFA22
France,Benjamin PAVARD,DEFENDER,77.0,43.0,80.0,75.0,70.0,68.0,63.0,51.0,76.0,77.0,68.0,67.0,66.0,76.0,66.0,71.0,86.0,79.0,76.0,53.0,69.0,78.0,58.0,66.0,51.0,76.0,76.0,79.0,80.0,9.0,7.0,15.0,7.0,15.0,FIFA22
France,Axel DISASI,DEFENDER,25.0,20.0,77.0,66.0,36.0,54.0,34.0,27.0,64.0,62.0,51.0,57.0,34.0,74.0,35.0,54.0,72.0,66.0,92.0,17.0,77.0,76.0,23.0,51.0,36.0,70.0,77.0,78.0,73.0,12.0,8.0,11.0,8.0,6.0,FIFA22
France,Raphael VARANE,DEFENDER,42.0,46.0,86.0,78.0,42.0,59.0,46.0,52.0,75.0,76.0,79.0,85.0,62.0,82.0,39.0,52.0,80.0,70.0,87.0,53.0,78.0,85.0,55.0,59.0,43.0,82.0,85.0,87.0,85.0,11.0,11.0,9.0,5.0,14.0,FIFA22
France,Jules KOUNDE,DEFENDER,45.0,47.0,79.0,80.0,32.0,69.0,42.0,26.0,75.0,74.0,81.0,82.0,71.0,85.0,74.0,48.0,88.0,76.0,80.0,40.0,75.0,86.0,47.0,62.0,43.0,82.0,85.0,85.0,83.0,11.0,10.0,8.0,14.0,13.0,FIFA22
France,Youssouf Fofana,DEFENDER,66.0,64.0,58.0,78.0,46.0,77.0,66.0,56.0,77.0,78.0,71.0,71.0,72.0,77.0,77.0,76.0,62.0,84.0,76.0,69.0,77.0,78.0,74.0,77.0,64.0,76.0,74.0,80.0,74.0,12.0,7.0,12.0,5.0,9.0,FIFA22
France,William SALIBA,DEFENDER,58.0,37.0,67.0,78.0,34.0,69.0,55.0,35.0,73.0,76.0,77.0,79.0,51.0,78.0,58.0,60.0,72.0,73.0,83.0,23.0,82.0,82.0,43.0,62.0,47.0,74.0,79.0,83.0,79.0,7.0,10.0,6.0,8.0,11.0,FIFA22
France,Dayot UPAMECANO,DEFENDER,48.0,39.0,82.0,76.0,27.0,69.0,32.0,28.0,72.0,69.0,73.0,84.0,60.0,77.0,66.0,60.0,87.0,65.0,88.0,40.0,83.0,77.0,47.0,58.0,39.0,71.0,78.0,84.0,90.0,6.0,7.0,8.0,15.0,9.0,FIFA22
France,Lucas HERNANDEZ,DEFENDER,78.0,53.0,82.0,75.0,46.0,65.0,59.0,39.0,63.0,76.0,77.0,77.0,70.0,85.0,68.0,62.0,86.0,76.0,78.0,51.0,90.0,83.0,62.0,63.0,42.0,77.0,85.0,87.0,86.0,10.0,7.0,8.0,14.0,10.0,FIFA22
France,Theo HERNANDEZ,DEFENDER,84.0,69.0,74.0,79.0,66.0,83.0,69.0,64.0,68.0,79.0,92.0,94.0,78.0,84.0,76.0,83.0,68.0,90.0,81.0,72.0,82.0,78.0,80.0,73.0,50.0,80.0,74.0,81.0,80.0,12.0,10.0,7.0,7.0,7.0,FIFA22
France,Ibrahima KONATE,DEFENDER,38.0,29.0,79.0,75.0,28.0,67.0,32.0,27.0,69.0,69.0,71.0,85.0,60.0,75.0,54.0,45.0,75.0,65.0,87.0,31.0,79.0,80.0,37.0,51.0,41.0,74.0,78.0,85.0,79.0,9.0,7.0,9.0,9.0,15.0,FIFA22
France,Matteo GUENDOUZI,MIDFIELDER,66.0,64.0,67.0,85.0,55.0,75.0,76.0,67.0,80.0,80.0,75.0,76.0,83.0,76.0,74.0,74.0,72.0,89.0,76.0,66.0,84.0,83.0,72.0,83.0,62.0,78.0,75.0,79.0,76.0,6.0,13.0,6.0,13.0,11.0,FIFA22
France,Aurelien TCHOUAMENI,MIDFIELDER,68.0,67.0,73.0,84.0,50.0,78.0,76.0,53.0,83.0,80.0,70.0,73.0,75.0,81.0,71.0,78.0,74.0,86.0,82.0,72.0,82.0,84.0,75.0,82.0,55.0,82.0,80.0,83.0,78.0,9.0,8.0,12.0,12.0,7.0,FIFA22
France,Adrien RABIOT,MIDFIELDER,70.0,68.0,69.0,84.0,69.0,80.0,55.0,59.0,80.0,83.0,71.0,79.0,69.0,82.0,69.0,86.0,73.0,86.0,80.0,76.0,69.0,80.0,76.0,76.0,67.0,80.0,70.0,81.0,75.0,9.0,12.0,9.0,7.0,15.0,FIFA22
France,Jordan VERETOUT,MIDFIELDER,69.0,70.0,59.0,83.0,72.0,79.0,69.0,71.0,78.0,82.0,81.0,75.0,77.0,77.0,81.0,83.0,74.0,81.0,79.0,77.0,82.0,77.0,74.0,74.0,80.0,80.0,79.0,80.0,77.0,9.0,10.0,11.0,8.0,9.0,FIFA22
France,Eduardo CAMAVINGA,MIDFIELDER,70.0,62.0,64.0,82.0,59.0,80.0,72.0,59.0,79.0,83.0,76.0,76.0,80.0,79.0,76.0,73.0,70.0,81.0,77.0,64.0,77.0,77.0,73.0,77.0,62.0,81.0,75.0,80.0,79.0,12.0,6.0,8.0,12.0,12.0,FIFA22
France,Antoine GRIEZMANN,FORWARD,83.0,84.0,83.0,84.0,86.0,85.0,86.0,85.0,82.0,89.0,79.0,80.0,92.0,89.0,83.0,82.0,90.0,86.0,63.0,83.0,73.0,49.0,89.0,85.0,79.0,90.0,43.0,54.0,49.0,14.0,8.0,14.0,13.0,14.0,FIFA22
France,Olivier GIROUD,FORWARD,64.0,86.0,90.0,78.0,85.0,69.0,71.0,65.0,60.0,84.0,41.0,43.0,54.0,82.0,53.0,85.0,82.0,59.0,90.0,66.0,76.0,42.0,85.0,78.0,90.0,85.0,37.0,37.0,20.0,12.0,15.0,11.0,6.0,5.0,FIFA22
France,Kylian MBAPPE,FORWARD,78.0,93.0,72.0,85.0,83.0,93.0,80.0,69.0,71.0,91.0,97.0,97.0,92.0,93.0,83.0,86.0,78.0,88.0,77.0,82.0,62.0,38.0,92.0,82.0,79.0,88.0,26.0,34.0,32.0,13.0,5.0,7.0,11.0,6.0,FIFA22
France,Ousmane DEMBELE,FORWARD,81.0,75.0,43.0,78.0,76.0,89.0,82.0,64.0,76.0,84.0,94.0,93.0,89.0,78.0,80.0,83.0,58.0,68.0,51.0,76.0,54.0,36.0,77.0,76.0,75.0,80.0,42.0,30.0,33.0,6.0,6.0,14.0,10.0,13.0,FIFA22
France,Randal KOLO MUANI,FORWARD,39.0,77.0,77.0,75.0,64.0,84.0,68.0,54.0,61.0,80.0,89.0,83.0,82.0,74.0,52.0,72.0,83.0,67.0,70.0,63.0,32.0,38.0,77.0,62.0,63.0,77.0,32.0,32.0,31.0,7.0,14.0,15.0,8.0,5.0,FIFA22
France,Karim BENZEMA,FORWARD,75.0,92.0,90.0,89.0,88.0,87.0,82.0,73.0,76.0,91.0,79.0,80.0,78.0,92.0,72.0,87.0,79.0,81.0,82.0,80.0,63.0,39.0,92.0,89.0,84.0,90.0,43.0,24.0,18.0,13.0,11.0,5.0,5.0,7.0,FIFA22
France,Kingsley COMAN,FORWARD,79.0,75.0,61.0,79.0,78.0,88.0,83.0,70.0,74.0,87.0,94.0,91.0,91.0,85.0,84.0,83.0,73.0,69.0,64.0,73.0,35.0,23.0,84.0,81.0,70.0,78.0,29.0,27.0,21.0,5.0,3.0,5.0,3.0,5.0,FIFA22
France,Marcus THURAM,FORWARD,74.0,80.0,78.0,74.0,70.0,82.0,66.0,48.0,62.0,78.0,79.0,79.0,73.0,78.0,57.0,82.0,71.0,79.0,87.0,75.0,50.0,45.0,78.0,74.0,70.0,72.0,43.0,49.0,37.0,11.0,13.0,14.0,9.0,15.0,FIFA22
Germany,Manuel NEUER,GOALKEEPER,15.0,13.0,25.0,60.0,11.0,30.0,14.0,11.0,68.0,46.0,54.0,60.0,51.0,87.0,35.0,68.0,77.0,43.0,80.0,16.0,29.0,30.0,12.0,70.0,47.0,70.0,17.0,10.0,11.0,88.0,88.0,91.0,89.0,88.0,FIFA22
Germany,Kevin TRAPP,GOALKEEPER,13.0,13.0,11.0,25.0,12.0,10.0,14.0,12.0,12.0,24.0,43.0,50.0,42.0,83.0,37.0,59.0,76.0,45.0,75.0,13.0,30.0,22.0,12.0,46.0,17.0,64.0,15.0,14.0,10.0,83.0,80.0,79.0,84.0,86.0,FIFA22
Germany,Marc-Andre TER STEGEN,GOALKEEPER,18.0,14.0,11.0,61.0,14.0,21.0,18.0,12.0,63.0,30.0,45.0,50.0,39.0,85.0,43.0,65.0,79.0,35.0,78.0,10.0,43.0,22.0,11.0,70.0,25.0,70.0,25.0,13.0,10.0,86.0,85.0,87.0,85.0,90.0,FIFA22
Germany,Antonio RUEDIGER,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,David RAUM,DEFENDER,87.0,57.0,59.0,72.0,52.0,73.0,79.0,63.0,68.0,76.0,86.0,86.0,77.0,75.0,77.0,64.0,63.0,85.0,75.0,65.0,69.0,73.0,59.0,74.0,49.0,74.0,66.0,71.0,71.0,11.0,8.0,14.0,12.0,6.0,FIFA22
Germany,Matthias GINTER,DEFENDER,68.0,55.0,83.0,79.0,53.0,61.0,44.0,42.0,78.0,75.0,54.0,64.0,55.0,85.0,49.0,74.0,77.0,75.0,84.0,46.0,74.0,84.0,55.0,72.0,67.0,76.0,86.0,87.0,79.0,12.0,10.0,6.0,8.0,10.0,FIFA22
Germany,Thilo KEHRER,DEFENDER,64.0,37.0,73.0,73.0,32.0,64.0,54.0,38.0,66.0,66.0,74.0,78.0,68.0,73.0,64.0,65.0,87.0,74.0,80.0,40.0,78.0,76.0,53.0,59.0,41.0,69.0,75.0,78.0,79.0,9.0,9.0,14.0,10.0,12.0,FIFA22
Germany,Niklas SUELE,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Lukas KLOSTERMANN,DEFENDER,72.0,55.0,78.0,74.0,41.0,71.0,45.0,22.0,63.0,73.0,83.0,89.0,63.0,81.0,60.0,58.0,82.0,82.0,76.0,31.0,72.0,81.0,68.0,55.0,32.0,68.0,84.0,81.0,86.0,8.0,12.0,10.0,7.0,7.0,FIFA22
Germany,Christian GUENTER,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Nico SCHLOTTERBECK,DEFENDER,48.0,39.0,81.0,74.0,44.0,70.0,49.0,35.0,79.0,67.0,66.0,75.0,66.0,79.0,64.0,63.0,70.0,71.0,82.0,52.0,75.0,82.0,52.0,67.0,38.0,74.0,81.0,84.0,79.0,8.0,10.0,8.0,14.0,13.0,FIFA22
Germany,Armel BELLA KOTCHAP,DEFENDER,31.0,20.0,69.0,66.0,24.0,35.0,22.0,22.0,64.0,60.0,77.0,85.0,60.0,59.0,63.0,38.0,75.0,64.0,84.0,20.0,64.0,74.0,29.0,46.0,33.0,57.0,66.0,76.0,69.0,12.0,14.0,5.0,8.0,13.0,FIFA22
Germany,Joshua KIMMICH,MIDFIELDER,91.0,68.0,72.0,87.0,69.0,82.0,85.0,69.0,90.0,85.0,77.0,65.0,84.0,88.0,84.0,78.0,79.0,94.0,68.0,83.0,89.0,84.0,80.0,85.0,44.0,85.0,85.0,85.0,78.0,8.0,15.0,7.0,15.0,15.0,FIFA22
Germany,Leon GORETZKA,MIDFIELDER,75.0,82.0,86.0,86.0,71.0,84.0,76.0,75.0,85.0,87.0,78.0,82.0,76.0,88.0,73.0,85.0,79.0,86.0,88.0,86.0,82.0,86.0,85.0,84.0,60.0,82.0,74.0,85.0,78.0,13.0,8.0,15.0,11.0,9.0,FIFA22
Germany,Mario GOETZE,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Thomas MUELLER,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Jamal MUSIALA,MIDFIELDER,67.0,76.0,49.0,79.0,63.0,88.0,64.0,38.0,71.0,86.0,80.0,72.0,91.0,82.0,91.0,71.0,55.0,69.0,53.0,73.0,59.0,59.0,75.0,77.0,42.0,81.0,62.0,58.0,65.0,6.0,9.0,8.0,8.0,11.0,FIFA22
Germany,Julian BRANDT,MIDFIELDER,79.0,75.0,52.0,85.0,79.0,84.0,77.0,65.0,81.0,86.0,68.0,69.0,84.0,82.0,83.0,81.0,62.0,80.0,68.0,78.0,39.0,58.0,77.0,84.0,54.0,83.0,44.0,45.0,48.0,11.0,16.0,11.0,8.0,9.0,FIFA22
Germany,Jonas HOFMANN,MIDFIELDER,80.0,77.0,48.0,81.0,64.0,78.0,77.0,71.0,81.0,79.0,75.0,70.0,77.0,83.0,77.0,69.0,61.0,86.0,66.0,71.0,50.0,75.0,82.0,81.0,71.0,81.0,70.0,57.0,57.0,6.0,6.0,10.0,10.0,10.0,FIFA22
Germany,Leroy SANE,MIDFIELDER,83.0,83.0,72.0,82.0,86.0,87.0,84.0,85.0,70.0,85.0,91.0,89.0,87.0,83.0,81.0,87.0,64.0,71.0,70.0,83.0,63.0,34.0,86.0,83.0,71.0,82.0,36.0,32.0,35.0,8.0,12.0,9.0,9.0,14.0,FIFA22
Germany,Ilkay GUENDOGAN,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Kai HAVERTZ,FORWARD,74.0,81.0,80.0,84.0,80.0,86.0,84.0,53.0,78.0,85.0,77.0,86.0,78.0,83.0,75.0,74.0,75.0,77.0,69.0,77.0,42.0,38.0,82.0,81.0,73.0,84.0,39.0,46.0,38.0,6.0,8.0,11.0,10.0,12.0,FIFA22
Germany,Niclas FUELLKRUG,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Serge GNABRY,FORWARD,78.0,86.0,42.0,82.0,83.0,88.0,74.0,62.0,77.0,82.0,84.0,75.0,86.0,83.0,88.0,87.0,65.0,78.0,69.0,82.0,63.0,38.0,86.0,82.0,68.0,82.0,45.0,44.0,43.0,14.0,10.0,10.0,9.0,7.0,FIFA22
Germany,Karim ADEYEMI,FORWARD,63.0,77.0,58.0,69.0,71.0,78.0,67.0,62.0,64.0,75.0,94.0,92.0,88.0,68.0,81.0,76.0,88.0,74.0,72.0,75.0,51.0,23.0,75.0,68.0,73.0,73.0,18.0,19.0,25.0,12.0,12.0,7.0,12.0,7.0,FIFA22
Germany,Youssoufa MOUKOKO,FORWARD,41.0,75.0,58.0,64.0,69.0,78.0,68.0,39.0,36.0,75.0,82.0,86.0,83.0,59.0,85.0,65.0,71.0,64.0,64.0,59.0,43.0,29.0,68.0,59.0,60.0,66.0,29.0,31.0,25.0,13.0,13.0,11.0,10.0,13.0,FIFA22
Ghana,Lawrence Ati ZIGI,GOALKEEPER,14.0,18.0,20.0,22.0,9.0,11.0,20.0,23.0,25.0,24.0,45.0,33.0,38.0,67.0,57.0,48.0,59.0,32.0,73.0,20.0,22.0,21.0,17.0,42.0,24.0,48.0,11.0,15.0,23.0,74.0,63.0,64.0,67.0,75.0,FIFA22
Ghana,Danlad IBRAHIM,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Abdul Manaf NURUDEEN,GOALKEEPER,11.0,7.0,12.0,23.0,7.0,10.0,12.0,11.0,19.0,16.0,18.0,29.0,26.0,50.0,44.0,44.0,63.0,20.0,38.0,6.0,26.0,13.0,4.0,27.0,19.0,23.0,9.0,13.0,12.0,73.0,57.0,59.0,67.0,77.0,FIFA22
Ghana,Tariq LAMPTEY,DEFENDER,76.0,47.0,58.0,71.0,32.0,77.0,60.0,35.0,62.0,70.0,92.0,83.0,85.0,71.0,95.0,48.0,59.0,69.0,33.0,36.0,75.0,71.0,55.0,59.0,40.0,71.0,70.0,72.0,74.0,15.0,13.0,12.0,5.0,13.0,FIFA22
Ghana,Denis ODOI,DEFENDER,65.0,48.0,61.0,72.0,49.0,72.0,59.0,59.0,66.0,70.0,74.0,73.0,78.0,68.0,72.0,62.0,85.0,75.0,68.0,54.0,76.0,71.0,62.0,65.0,49.0,76.0,65.0,69.0,66.0,16.0,8.0,11.0,12.0,6.0,FIFA22
Ghana,Mohammed SALISU,DEFENDER,40.0,30.0,74.0,73.0,22.0,47.0,50.0,32.0,58.0,64.0,64.0,74.0,56.0,68.0,49.0,60.0,72.0,71.0,87.0,28.0,79.0,81.0,35.0,24.0,40.0,62.0,79.0,79.0,75.0,7.0,7.0,11.0,10.0,6.0,FIFA22
Ghana,Gideon MENSAH,DEFENDER,71.0,53.0,62.0,68.0,56.0,71.0,66.0,49.0,61.0,71.0,77.0,74.0,71.0,68.0,77.0,65.0,73.0,71.0,57.0,53.0,77.0,64.0,66.0,54.0,46.0,63.0,60.0,70.0,71.0,8.0,14.0,8.0,11.0,7.0,FIFA22
Ghana,Joseph AIDOO,DEFENDER,34.0,18.0,79.0,59.0,21.0,35.0,24.0,28.0,46.0,57.0,70.0,77.0,67.0,65.0,69.0,50.0,85.0,82.0,91.0,23.0,88.0,79.0,25.0,23.0,31.0,63.0,70.0,76.0,72.0,11.0,6.0,9.0,13.0,6.0,FIFA22
Ghana,Baba RAHMAN,DEFENDER,71.0,52.0,66.0,65.0,41.0,68.0,74.0,27.0,66.0,71.0,74.0,76.0,68.0,66.0,72.0,68.0,72.0,73.0,70.0,54.0,71.0,68.0,64.0,60.0,42.0,67.0,64.0,70.0,70.0,12.0,11.0,6.0,11.0,10.0,FIFA22
Ghana,Daniel AMARTEY,DEFENDER,68.0,46.0,73.0,75.0,68.0,69.0,44.0,32.0,66.0,71.0,63.0,67.0,64.0,72.0,64.0,71.0,77.0,66.0,82.0,59.0,80.0,75.0,47.0,58.0,51.0,69.0,76.0,78.0,75.0,13.0,13.0,13.0,8.0,15.0,FIFA22
Ghana,Alexander DJIKU,DEFENDER,64.0,34.0,73.0,74.0,35.0,67.0,57.0,43.0,65.0,71.0,61.0,79.0,68.0,75.0,64.0,58.0,83.0,81.0,82.0,42.0,79.0,76.0,55.0,61.0,43.0,74.0,78.0,76.0,74.0,11.0,7.0,9.0,10.0,11.0,FIFA22
Ghana,Seidu ALIDU,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Thomas PARTEY,MIDFIELDER,74.0,66.0,68.0,87.0,56.0,84.0,69.0,70.0,85.0,83.0,63.0,74.0,75.0,82.0,50.0,86.0,83.0,82.0,84.0,78.0,84.0,81.0,70.0,85.0,49.0,86.0,80.0,84.0,80.0,11.0,13.0,9.0,9.0,7.0,FIFA22
Ghana,Elisha OWUSU,MIDFIELDER,55.0,44.0,48.0,73.0,51.0,71.0,53.0,45.0,68.0,73.0,67.0,68.0,68.0,66.0,69.0,66.0,68.0,70.0,70.0,56.0,71.0,70.0,53.0,61.0,53.0,68.0,70.0,70.0,70.0,12.0,10.0,5.0,12.0,9.0,FIFA22
Ghana,Abdul Fatawu ISSAHAKU,MIDFIELDER,57.0,63.0,42.0,67.0,64.0,73.0,70.0,71.0,63.0,68.0,84.0,80.0,86.0,65.0,86.0,77.0,52.0,53.0,51.0,73.0,48.0,35.0,56.0,57.0,64.0,68.0,30.0,38.0,34.0,13.0,7.0,7.0,7.0,5.0,FIFA23
Ghana,Daniel-Kofi KYEREH,MIDFIELDER,58.0,75.0,59.0,72.0,69.0,80.0,31.0,60.0,60.0,77.0,88.0,77.0,87.0,74.0,86.0,71.0,85.0,80.0,58.0,67.0,44.0,24.0,73.0,68.0,48.0,65.0,24.0,15.0,17.0,5.0,8.0,5.0,10.0,11.0,FIFA22
Ghana,Osman BUKARI,MIDFIELDER,59.0,60.0,46.0,66.0,58.0,76.0,61.0,48.0,46.0,72.0,89.0,84.0,86.0,62.0,84.0,62.0,84.0,66.0,58.0,69.0,61.0,28.0,62.0,67.0,61.0,63.0,21.0,52.0,34.0,13.0,6.0,14.0,7.0,7.0,FIFA22
Ghana,Daniel AFRIYIE,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Kudus MOHAMMED,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Salis ABDUL SAMED,MIDFIELDER,38.0,46.0,58.0,71.0,38.0,64.0,36.0,34.0,66.0,70.0,50.0,61.0,47.0,71.0,69.0,49.0,68.0,66.0,56.0,45.0,79.0,69.0,48.0,65.0,44.0,64.0,68.0,71.0,64.0,11.0,14.0,8.0,11.0,7.0,FIFA22
Ghana,Kamaldeen SULEMANA,MIDFIELDER,66.0,72.0,42.0,70.0,62.0,80.0,70.0,50.0,58.0,79.0,94.0,93.0,90.0,62.0,89.0,70.0,78.0,71.0,61.0,65.0,52.0,26.0,68.0,68.0,56.0,75.0,30.0,25.0,25.0,6.0,13.0,7.0,12.0,14.0,FIFA22
Ghana,Kamal SOWAH,MIDFIELDER,66.0,68.0,48.0,69.0,71.0,73.0,64.0,64.0,59.0,76.0,78.0,83.0,75.0,65.0,75.0,73.0,72.0,82.0,59.0,71.0,40.0,46.0,68.0,67.0,59.0,54.0,38.0,46.0,45.0,10.0,13.0,10.0,9.0,7.0,FIFA22
Ghana,Jordan AYEW,FORWARD,71.0,71.0,75.0,73.0,72.0,78.0,75.0,69.0,60.0,77.0,74.0,78.0,79.0,75.0,74.0,76.0,71.0,75.0,72.0,71.0,69.0,40.0,76.0,71.0,74.0,70.0,37.0,52.0,36.0,6.0,8.0,7.0,16.0,8.0,FIFA22
Ghana,Andre AYEW,FORWARD,74.0,76.0,75.0,74.0,69.0,77.0,75.0,57.0,68.0,78.0,71.0,68.0,75.0,78.0,80.0,77.0,89.0,80.0,67.0,75.0,78.0,52.0,76.0,74.0,73.0,74.0,49.0,61.0,57.0,10.0,6.0,12.0,7.0,15.0,FIFA23
